Ulasan_clean,rating,label
"Barng sudah sampai dengan aman, ini baru charge 30menit an kok puanas yo,opo gak overheat nantinya",4,1
"Produk tdk ssuai gambar,, trus ad bagian yg sdh cacat.. Ketika d charge sbntar.. Adaptor sdh panas berlebihan. Thx..",1,0
"Barang sesuai spek, tidak sesuai foto.",3,0
Terimakasih....................,5,1
Terimakasih............,5,1
Sesuai deskripsi... Cepat sampai. Recommend deh.....,4,1
barang sudah di terima dan test. running oke. semoga bisa tahan lama charger nya. thanks om,4,1
Terimakasih...............,5,1
"Terimakasih, barang sudah diterima dengan paketan yang baik.",5,1
ok barang bagus paking rapi,5,1
"Packing bagus ok mantap
Nyala dengan sempurna",4,1
Barang oke pengiriman cepat,5,1
Barang sesuai harapan Dan cepat sampai recommend seller,5,1
Admin responsif dan proses pengiriman cpt,4,1
"Fast respond, Barang sama persis dengan charger untuk type lainnya tapi harga beda",5,1
"Fast respon, good packaging, semoga awet.",5,1
Respon cepat. Kiriman cepat sampai. Produk bagus. Recommended,5,1
"Good and fast responds, cepat sampai",5,1
Paket rapi n cpat sampenya... Sdh d coba n normal smua tp tdk bisa rapat kybordnya dengan tempatnya,4,1
Produk bagus..... Dipasang langsung ok..... Berjalan normal... Thanks gan....,5,1
barang diterima dgnkondisi baik..trims,4,1
Order udh smpe gan. Udh dipasang n bekerja dgn baik. Thanks.,4,1
"barang sesuai pesanan dan kondisi bagus, packing rapih , berfungsi normal... trims",5,1
barang oke....thx...recomend seller....,4,1
gooooood gooooood gooooood,5,1
Mantap.. barang mendarat dg selamat.. fungsi OK..,5,1
barang dah sampai ... terima kasih banyak bos,5,1
"Respon cepat, barang ok.....",5,1
"barang oke pengiriman oke respon penjual juga oke, sip",4,1
Baterai berfungsi akan tetapi tidak presisi pada saat pemasangan sedikit dipaksa.,3,0
Harga bersaing.. mantabb!,4,1
smoga awetttt dan normal smua y,5,1
"Mantab juragan yang satu ini, serba dimudahkan..",5,1
Semoga awet respon dan layanannya bagus makasih ya,5,1
"4 jempol buat fast responnya.  tp barangnya klo dibilang original g yakin, karena jika disandingkan dengan barang ori keliatan bgt beda kualitasnya.  stiker2 juga mudah lepas, dan posisi nya tidak presisi seperti barang ori. 
mudah2an batterenya tahan seperti battere ori (lebih dari 4 jam pemakaian normal)",3,0
Packaging baik dan kualitas baik.,5,1
pemesanan diproses secepat kilat,5,1
Barang bagus sekali...pengiriman cepat,5,1
Respon cepat + pengiriman cepat &amp; rapih...,5,1
recomended seller.. semoga awet,4,1
mantabsssss....jozzzz...sesuai spek dan  working well,5,1
"packing bagus, respon cepat",5,1
"Barang mantap dan sesuai dengan pesanan, respons cepat, harga selalu yang terbaik",5,1
"item ke dua, terahir nov 2017",4,1
"packing bagus, repon cepat",5,1
"bagus bagus bagus
paling bagus",5,1
ini kok blm sebulan udah ga mau dicas aja ya gan?,5,1
mantab barang nya sudah di terima thanks,4,1
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,5,1
"mkasih gan brang dah sampai, paking rapih tapi sangat di sayangkan voltase tidak sesuai hanya ada 14,30 volt",3,0
Barang sdh sampe gan makasih.....,5,1
Thankss bro adaptory berfungsi baik,4,1
Toko ini recomended pokok nya,5,1
Brg yg diterima tdk sesuai,1,0
"Beli siang sore nyampe. Top lah seller nya fast respon. Barang diterima baik
Awalnya ragu karna bentuknya ga sama. Tapi pas dipake berfungsi sebagaimama mestinya
Semoga awet. Thanks",5,1
Pengiriman cepat...barang bagus....sampai dengan selamat..terima kasih,5,1
Pokoknya siip dah. Terus ditingkatka pelayanannya. Mantap,5,1
cepat sekali. semoga barang awet,5,1
"Sip, barang cocok dengan yg dipesan, sukses selalu gan !!!",4,1
Makasih barang sudah sampai,5,1
Bagus fast respon Packing baik,5,1
Barang sudah diterima &amp; sesuai dengan pesanan.,5,1
muantabssssssssssssssssssssssssssssss,3,0
"Pelayanan baik, pengiriman cepat, barang sesuai..",5,1
"Barang recomended, FAST respon, nda nyesal beli di sini.. Mantap Jiwa 😌",5,1
"Brg sudah datang, alhamdulillah bisa berfungsi dengan baik",4,1
Charger netbook hp mini bekerja dengan bagus dan berfungsi normal.,5,1
barang selamat sampai tujuan.......thx gan,5,1
barang sesuai deskripsi semoga awet,5,1
produk sesuai yang diinginkan catatan. packing rapih,4,1
Produk sesuai dan bisa digunakan buat laptop hp mini 110 .. pengiriman cepat terima kasih,5,1
"Ujungnya pas dimasukin ke slot charger netbook agak sedikit longgar, jd ga ngepres, tapi berfungsi dgn baik.
Mksh gan.",4,1
"Pengiriman cepat, produk sesuai dengan deskripsi dan berfungsi.",5,1
"Terima kasih kak, pengiriman tepat waktu nya, sy tunggu ganti nya ya kak",4,1
tiba dengan selamat dan cpt,5,1
cepat sampai...barang sesuai....belum sempat dicoba...makasih,5,1
Tadinya ga fungsi. Tapi kok fungsi sendiri. Makasih banyak udah respon pas komplain,5,1
"Sudah sampai dan cocok saat digunakan, semoga awet. Makin sukses dagang nya.",4,1
"Barang sesuai deskripsi dan bisa digunakan, semoga barang awet",4,1
Trimakasih gan varang sesuai pesenan,4,1
Thanks barang nya sdh sampai.,5,1
Trims uda di terima dgn baik packing oke pengiriman cepat jg..,5,1
Matap respon ok paking rapi,5,1
Packing rapih dan cepat respon . tq pak bos,5,1
Barang mantap berpungsi baik semoga awet... Senang belanja d tokonya gan...makasi,5,1
"harga oke, bisa bekerja dengan baik.. thanks ya",5,1
Barang ok dan kualitas sesuai harga,5,1
Baik produk bagus sekali,5,1
"Cepat, barang bagus berfungsi dng baik.tq",5,1
"Mantap, bekerja dgn baik",5,1
"Barang bagus, tp blm saya coba. Smoga awet.. Thanks...",5,1
Barang yg dikirim output voltage nya 19V - 1.58A gak sesuai dengan apa yg ada di deskripsi output voltage nya 19.5V - 2.05A.,2,0
"Barang sudah sampai, dan sesuai terima kasih gan",5,1
Barang ok dan berfungsi dengan baik.....,5,1
"barang awet
terima kasih",5,1
"Maaf telat,  cepat pengiriman dan tidak ada komplain",5,1
Kabel nya cocok.  Laptop akhirnya bisa nyala lagi...  Oke top,5,1
Respons cepat jadiny baranv juga cepat sampai. Thanks ya.,5,1
Makasiiiiiiiiiiiih..........,4,1
"Barang sudah sampe, muantap",5,1
"Baguss sesuai dengan gambar, tpi bbelum coba",4,1
"Barang sesuai deskripsi, paling murah dibanding seller lain. Mantap",5,1
Barang dah sampai respon cepat...dan...barang sipz...,5,1
barang sdh smpi.trima kasih..,4,1
produk sampai...packing aman...kualitas? tunggu 3 bulan lagi...,5,1
"baik,packing baik,kecepatan oke,thanks",5,1
Manteb dah keren ceped..working well,5,1
"barang sudah diterima, terima kasih...............",5,1
"Belum di coba, semoga pas",4,1
"Berfungsi dengan baik, pengiriman cepat",5,1
Terimakasih barang sudah di terima .. response cepat rekomendasi seller,5,1
pesanan sesuai dan bekerja dengan baik....,5,1
"Barang sudah sampai, ok",4,1
Barang sesuai dengan gambar.semoga awet.tk,4,1
"murah, cepat dan support dengan laptop saya",5,1
Barang sesuai kondisi baik,5,1
Barang sesuai pesanan. Recommended Seller !!!,5,1
"Barangnya udah nyampe, berfungsi normal. Terima kasih.",5,1
"proses sangat cepat, pertahankaan",5,1
"Berfungsi dengan baik, 3 jam charging batery udah penuh",5,1
"Mantap, pengiriman cepet yg datang sesuai, thanks gan",5,1
Barang bagus mantap pokoknya,5,1
Barang cepat sampai packing bagus...mantab gan,5,1
"barang bagus, pengirima cepat, mantap........",5,1
produk baik pengiriman cepat,5,1
mantab cepat akurat sigap,5,1
bagusss passss sesuai yg di foto.. oke,5,1
Good..  sesuai dengan pesanan,5,1
"Mantav...barang sesuai dengan deskripsi product, proses cepat pengiriman...saya coba barang tidak ada kendala",5,1
Kirim kepat. Barang sesuai deskripsi,5,1
",,brang udah d terima dan berfungsi, tlad di pengiriman aj, tp bukan salah seller , tikinya yg lama",5,1
barang sesuai dengan pesanan,5,1
"Sudah diterima dengan baik dan berfungsi dengan baik, kualitas produk sangat bagus untuk harga segitu. Trims gan",5,1
"fast response, barang cepat sampe,,,
semoga awet,, aamiin",4,1
mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,1
"barang sesuai pesanan, pengiriman cepat, ppacking rapi, good",4,1
mantabbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,1
"barang nya sduah diterima, terima kasih gan",4,1
",,,,,,,,     ,,,,,,,,,,,,,",5,1
.....................,5,1
"Sesuai Pesanan.
Recommended Seller - Bintang 5
Thanks, gan!",5,1
"barang berfungsi dengan baik, pengiriman cepat. makasih ya, gan.",5,1
"Barang bagus, cepat sampai, Ukuran dan warna sesuai dengan foto.",5,1
"Konfirmasi Barang ""Sudah saya terima"" dalam keadaan baik sudah termasuk box nya semuanya rapi, mulai dari proses tanya jawab, transaksi, transfer dan proses pengirimanya dilakukan dengan baik dan cepat respon nya  

*RECOMMENDED SELLER*  

- Jangan lupa saya dikasih rating ya",5,1
"sesuai,.......................",4,1
respon cepat..siip.....,4,1
gooooood gooooood gooooood,4,1
Sippppppppppppppppppppppppppppppppppppp,5,1
barang sdh diterima dan sudah dicoba dipergunakan berfungsi dengan baik,4,1
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,2,0
mantap proses cepat seller ramah sukses selaluuuuuuuuuuuu,5,1
barang sesuai dengan gambar kiriman cepat thx gan...,5,1
terlaaluuu      .  .. .cepat   respon dan pengirimanya. terima kasih gan,5,1
"pengiriman cepat , langsung di coba dan berfungsi , semoga awet .",5,1
"Barang bagus, sesuai dengan yang dipesan. Thanks",5,1
"Fast respon, Fast send it!",5,1
sesuai dengan harganyaaaaaaaaaaaaaaa,3,0
Barang sampai dengan selamat dan sesuai dengan pesanan.,3,0
barang sudah di terima all work well.,5,1
batre sesuai netbook punya anak... siip...,5,1
"Fast
Barang bagus
Rekomended seller",5,1
barang nya udah sampai . respon sangat cpt . dan brg nya bener   sudah di pake dengan normal .  thanks gan . lain kali ane beli di sini lg,5,1
pelayanan cepat rapi mantab,5,1
"Bagusss............................. Sempat terkendala dengan proses pengiriman... Saran buat seller: kalau ada kendala, jangan buyer yg disuruh utk nyari barangnya. Itu tanggung jawab seller....",4,1
"barang sdh diterima, semoga awet bener original, makasih",4,1
Mantabhhhhh...........,5,1
Bagus. Sesuai deskripsi,4,1
barang sudah sampai dengan baik kualitas oke. thanks gan,5,1
"Fast respon, good quality. thanks",4,1
"Barang oke, delivery super cepat topbgt",5,1
Thanks seller. bertindak cepat dengan barang yang tepat. semoga sukses.,5,1
"barang ok, wlpn blm ane periksa, tp ane yakin sama seller aja lahh... :D",5,1
Baterai tidak perform 100%. Sistem OS menandai dengan tanda peringatan kuning bhw baterai hampir habis agar dicharge,3,0
berfungsi dengan baik. barang sampai dengan baik tanpa cacat fisik,3,0
"barang bagus, pelayanan baik terimakasih",5,1
pokok nya barang jadi aman,5,1
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,5,1
Brg sesuai... top........,5,1
Berfungsi dengan baik. Bagus.,5,1
OK.......................,5,1
Sip..........................,5,1
"barang bagus, seller komunikatif, namun harga 5k menurut saya kemahalan untuk bubble wrap, terlebih jika paket yang dikirim berukuran kecil",5,1
Ya pelengkap pengamanan saja biar maximum safety.,5,1
Paket sudah diterima dg baik,5,1
Bubblenya bnyak.......,5,1
mantappsss................................,5,1
"mantap, barang jadi aman.",5,1
okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkeeeeeeeeeeeeeeeeeeeee,5,1
"sdh diterima dan good, semoga lancat terus orderannya gan",5,1
"Barang sampai dgn selamat. Respon cepat.
Colokan ke laptop tidak terlalu longgar, dan masih ke-charge.
semoga awet.
Terima kasih.",5,1
Barang mantaap makasih gan.,5,1
"Mantaappppppp. Pesan hari ini, besok langsung sampe barangnya. Recommended",5,1
Mantapp peking nya rapi dan cepat,5,1
barang sudah diterima dengan baik,5,1
Terimakasih barang sesuai. Dan kangsung bisa digunakan.,4,1
"Barang sdh sampai belum saya cek lagi, saya masih diluar kota. Trims",4,1
"barang diterima dengan baik, cepat sampai.",5,1
Paket sudah diterima. Semoga awet,5,1
"respon sangat cepat, dan barang cepat sampai. barang berfungsi dengan baik. terima kasih",5,1
mantap....barang sesuai pesanan,5,1
"sudah dites, barang berfungsi dengan baik..",5,1
Paket sudah sampai....sesuai deskripsi,5,1
Sangat memuaskan Chargernya.terimakasih,5,1
Sesuai dengan deskripsi dan berfungsi dengan baik.,5,1
"barang baik, pack rapih. terima kasih",5,1
"barangnya sesuai dan sprt yg diharapkan
packingnya rapi
pengirimannya cepat
langsung dipakai utk ngecharge laptop yg sdh 3bln tdk nyala krn chargernya hilang
**memuaskan**",5,1
"packing rapi, pengiriman cepat",5,1
agak berbeda dengan gambar. tp tetap work thx,4,1
Sesuai deskripsi semoga ada promo dan diskon,5,1
Fast response tapi produknya belum di coba..,5,1
seller sangat responsive dan baik sekali kepada customer,5,1
"kualitas sesuai harga
kabel agak pendek tp baguslah",5,1
Responsive & Cepat Sampai,5,1
"cepet sampe barangnya.. mudah2an awet, thanks seller",5,1
smoga awet baterai nya. barang sesuai deskripsi,5,1
mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,1
Alhamdulillah cocok 💖💖💖,5,1
Barang sesuai deskripsi untuk fungsi belum dicoba... moga aja mantap.....,5,1
recomended seller.. semoga awet,4,1
"Barang sesuai order, kondisi bagus, paking bagus, pengiriman ok, semoga tidak ada kendala baterainya, terima kasih.",5,1
"Berfungsi  baik,  sesuai  deskripsi produk",5,1
mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,1
"belum dicoba, tapi smoga oke....dah langganan sama agan ini....",5,1
"recommanded seller, thank u gan. I hope u commited to ur service and goods quality.",5,1
barang dah nyampe.kemasan bagus.barang bagus.moga awet.,4,1
"Barang sudah diterima, sudah bisa dipakai ke netbook saya.

Thanks ya gan",5,1
pemesanan diproses secepat kilat,5,1
"produk bagus dan dapat bertahan hampir 3 jam,dan sesuai dengan net book saya",5,1
"Barang baik , semoga awet , pengiriman cepat , rekomended seller !",5,1
"Fast respon, mantap. Meski beda nomor model tetep cocok",5,1
tq brgnya ok pack ok  good bos,5,1
thx gan. recomended deh........,3,0
terimakasih barang dah sampai,5,1
Mantap sesuai pesanan :) makasih gan,5,1
Mantapp barang sampai dengan selamat,5,1
"LCD JOSS, langsung sehat lagi layar laptopnya",5,1
"Aman barang gan, kendala di jne, mksih.........",3,0
Biar bintang yg berbicara 👍👍,5,1
"Senang bertransaksi dg toko ini, cs nya ramah, barang nya baik, walaupun saya salah order karena socket pin nya berbeda, toko ini menerima ditukar dg yg sesuai, yg pasti prosedur penukaran hrs kita ikuti dong ... Barang harus dalam kondisi saat dikirim, trims ya gan...",5,1
"Respon mntap, biarlah bintang berbicara",5,1
Respon cepat. Brg cepat sampai.,5,1
"Respon penjual okey, thanks.",5,1
"respon cepat, produk berfungsi dengan baik.",5,1
"Barang bagus, packing rapi",5,1
"Mantap barang bagus, sesuai dengan iklan dan masih tersegel",5,1
"Ntaaappsss berfungsi dengan baik
Terimakasih...",5,1
"Packing rapi, barang bagus.. ternyata memang laptopnya aja yg rusak.. tq gan",5,1
"Packing rapih bener, fast respon cuma jnt nya aja kurang gercep",5,1
Terimakasih pengiriman cepat,5,1
"Alhamdulillah, puas berbelanja di toko ini. Semoga berkah ya min",4,1
"Respon cepet, packing mantab, tapi barang tidak ada merknya alias polos, di gambar merknya LG..
Overall berfungsi dengan baik, dan sesuai sama harganya..
Semoga awet dan ga bermasalah ya boss.. Thanks..",4,1
"Terimakasih, barang sudah sampai, tested &amp; berfungsi dg baik.",5,1
"Alhamdulillah, produk di packing sangat rapih sekali, dijamin aman dan murah beli di sini. Pengiriman cepat sekali. Penjual respon sangat baik. Makasih om, sukses terus. Terbaik !!",5,1
terimakasih banyak pak...,5,1
"Bagus paketanny, barangny bagus, semoga awet...",5,1
"packing rapi, cepat juga sampainya. recommend. barang sesuai dengan deskripsi",5,1
Barang udah sampai makasih,5,1
"barang sudah sampai..... peking aman...rapi. sesuai diharapkan, semoga awet.
AS komputer selalu sukses",5,1
"Ya gimana ya mungkin karna laptopnya yg bermasalah, jadi yaudah lah, terima kasih gan yah udah terima komplain",4,1
"Packing aman, barang sesuai deskripsi. Mantab lah pokoknya! Maap agak telat ngrespon gan.",4,1
"Recommended seller, barang sangat baik waktu ga nunggu lama dteng. top",5,1
Pengiriman cepat dan produk sesuai dengan deskripsi,5,1
"Top dah,  pelayanan oke, barang oke, packing rapi",5,1
Barang oke..mantap...,5,1
TERIMA KASIH BARANG TELAH KAMI TERIMA DENGAN KONDISI BAGUS.,5,1
Barang bagus dan sesuai.... trims,5,1
Batterynya sesuai dgn yang di pesan,5,1
"barang sesuai keterangan oem, bukan asli. Cetakan fonts di baterai kurang rapi beda dengan asli sony. Warna kuning tulisan berbeda. Dari sisi berat lebih ringan dari bawaan sony asli. Jadi agak meragukan keamanannya dan performa nya. Tapi setidaknya ada garansi 3 bulan dari penjualnya. Semoga tdk ada masalah.",3,0
"Pengiriman Cepat, respond cepat, dan barang oke pass buat Asus A450c. 
Moga2 Awet",5,1
"Barang sesuai deskripsi (belum dicoba) , packing rapi dan pengiriman cepat.
Recomended seller",5,1
ok thanks.................,5,1
"Barang sudah diterima, cepat sekali, terima kasih,",4,1
Barang mantap dites ok sip markotop,5,1
"langsung dicoba, barangnya oke punya",5,1
Udah 3x beli disini. Top lah pokoknya!!,5,1
Barangnya bagus dan sesuai. Udah dua kali beli disini. Thanks gan,5,1
Barang sudah sampe dengan Selamat,5,1
"Barang bagus, pengiriman cepat, mudah mudahan awet..",5,1
Cepet banget datengnya. Respon penjual juga cepet. Makasih ya gan..,5,1
barang oke sesuai dengan spek,5,1
"Respon cepat,barang sesuai deskripsi",5,1
pemesanan diproses secepat kilat,5,1
fast respon..semoga lebih baik lagi,5,1
"Fast rrspon,,,tp sayang kurir salah alamat, mdh2 an ok.",5,1
Barang sesuai deskripsi untuk fungsi belum dicoba... moga aja mantap.....,5,1
Bagus gan terimakasih banyaak.,5,1
"Pelayanan sangat bagus, responsif. Produk sementara ini (baru 1 hari dicoba) kelihatan sangat baik.",5,1
"Barang mantap, sesuai, cepat sampai, dicoba langsung makyus",5,1
"Mantaapp, sesuai deskripsi, responsif",4,1
"sudah tiba tapi belum dicoba, Makasih  dan Sukses",4,1
"Recomended seller
Packing mantap
Good quality
Thanks gan",5,1
....RECOMMENDED SELLER,5,1
"Packing tebal banget aman, langsung pasang jozzzz....tinggal tunggu bayaran dari konsumen....matur nuwun...",5,1
Mantaaaaaaaaaaaaaaaaaaapppp,4,1
Pelayanan cepat kualitas mantap.,5,1
"bagus mantap, tx seller",5,1
"barang mantaap, makasih gan",5,1
Brg tepat cepat dan bagus,5,1
Barangnya sudah sampai gan terimakasih,4,1
"barang nya sudah say terima gan,terimakasih",4,1
"barang sesuai deskrpsi, dan work well. trims",5,1
Perfect Gann tahnksss,5,1
"Jooooooossssssssss,,,,,,,,,,,,,,,,,,,,,,",5,1
Okkkeeeeeeeeeeeeeeeeeeee..eeeee...................,5,1
"Barang sudah tiba dengan cepat dan aman,smga jadi partner bisnis selanjutnya",5,1
"pesanan telah diterima dengan baik. belum dicoba, mudah2an berfungsi baik..",5,1
"pengiriman cepat, packing bagus, sayang kedetect ama lenovo not genuine. 
saya lagi apes kali.
trims",2,0
"respon cepat,barang oke,smoga awet...thx juragan",5,1
"sampai gan, dan udah dipasang, semoga awet.. thank you",4,1
Barang berfungsi dengan baik,4,1
"Pengiriman cepat, barang berfungsi, harga sesuai (ternyata ada yang lebih murah)",5,1
"Barang sampai tujuan dengan selamat, belum tes semoga saja awet",4,1
Maaf terlambat review. Barang bagus. Harga bagus. Pengiriman cepat.,5,1
produknya pas. semoga awet,5,1
dites dulu 1 bulan kedepan.klo bagus.ntr recomended,3,0
Thanks bos barang udh sampe dan sesuai,5,1
"Sudah sampai,..sesuai gambar dan diskripsi, walaupun agak seret dan kurang rapat sedikit..moga2 awet..sukses selalu gan",5,1
Produk oke...lumayan tahan lama,5,1
Barang sudah diterima dengan baik,4,1
"barang sampai dengan selamat, mulus, packing rapih, recommended seller 👍👍👍",5,1
Udah dicoba. Alhamdulillah bisa dipake dan ndak masalah. Mudah2an bisa awet,5,1
"Produk rusak, tdk bisa digunakan. Sudah komplain ke penjual trus disuruh tukar. Setelah Batre dikirim ke penjual, penjual tdk merespon lagi. Kecewa.",1,0
Barang mantap tenan ....  pokoe bintang lah,5,1
mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,5,1
Mantab Jiwa...........,5,1
Mantap barangnya recommended Best Seller,5,1
"bos barang kmrin blm sampai 1 bulan kok udh drop batrai nya, gk bsa ngecas sama sekali....0% j wlpun udh d cas lama....
no invoice
INV/20171027/XVII/X/112346490",5,1
"Baterainya sudah diterima dengan baik Gan..., seller fast respon, packing juga mantap... Terima Kasih...",5,1
pemesanan diproses secepat kilat,5,1
"Pengiriman cepat, harga mantul.",5,1
"Memang kualitas sesuai, diklaim ori, dan performa sesuai.",5,1
Battery yg dikirim memang KI04 namun jika di spec 15.2 v yang dikirim 14.8 v.,4,1
"respon cepat dan brang sesuai deskripsi, good seller",5,1
SIP mantap barang bagus,5,1
"Penjualnya ramah, fast respon dan proses pengiriman jg cepat. recommended",5,1
"siip gan..,sesuai pesanan..",5,1
cepet dan yang penting berfungsi dengan baik (bisa ngecharge)...,5,1
barang mantaap.. Luarbisyah...,5,1
barang mantaap. makasih gan.,5,1
Barang telah sampai delam keadaan baik kualiatas mantap,5,1
nantaps jiwa komandan.....,5,1
"Sesuai dengan deskripsi, Berfungsi dengan baik. Cepat sampai, Recommended Seller.",5,1
Maaf lupa konfirmasi barang sudah diterima 2 hr yg lalu...rocom seller dah ini!,4,1
Mantap barangnya dan pelayanan dan respon  memuaskan dan cepat,5,1
"cakep, responsif, sesuai pesanan, harga terbaik, berfungsi dengan baik. thanks",5,1
barang oke bos..mantap belanja disini......,5,1
barang sudah sampai fast respon  trim,4,1
Barang sesuai foto di tes juga bisa untuk laptop A43SD semoga awet,5,1
"barang ok bisa dipake, agak kaget aja awal-awal berdesis.",4,1
Oke banget barang sampai dengan selamat,5,1
"Kualitas produk sangat baik, sesuai dan berfungsi dengan baik, packing sangat baik, pelayanan ramah, dan pengiriman sangat cepat. Recommended seller. Terima kasih.",5,1
"Berfungsi dengan baik, proses cepat",5,1
"Bagus, packing bagus rapih aman. Rekomen",5,1
"So far, so good. Sempat ada kerusakan dibarang pertama tapi seller sigap dalam menyelesaikan keluhan. Good Job👌👌👌",5,1
"barang sampai sesuai pesanan, thnx",5,1
Terima kasih semoga awet barang nya 😊,5,1
⭐️⭐️⭐️⭐️⭐️ thanks seller.,5,1
Mantàaaaaaaaaaap jiwaaaaq,5,1
5/5; more than recommended seller!,5,1
"Kualitas produk sangat bagus persis seperti charger bawaan laptop aslinya. Tegangan stabil, kabel terlihat durabel, packaging rapi aman. Respon seller cepat dan ramah. Recommended.",5,1
"Hari pertama penggunaan, charger mati.. lgsg komplain n direspon dgn baik sampai dapet barang yg sehat lg walau terkendala pada kurir jnt yg salah kirim brg..",4,1
Barang terlihat baru dan bagus.,5,1
"mantap, respon cepat 👍",5,1
thanks gaaaaaannnnn......,5,1
Barang ori sesuai dengan yang digambar. 👍👍👍,5,1
sudah sampai barangnya,5,1
"Response cepat
Spec yg tertera di charger Sama dg yg di gambar produk",5,1
Hampir mirip charger bawaan / aslinya,4,1
produk berfungsi dengan baik.pengiriman cepat.cm sayang driver gosendnya minta uang parkir...,5,1
barang datang tepat waktu dan sesuai dengan ulasan. mantap jiwa,5,1
"Barang sudah sampai dan berfungsi, mudah2an awet, thanks gan",5,1
Sesuai deskripsi dan kualitas oke. Thanks,5,1
Recommend Seller.....,5,1
Respon cepat… produk mantap… tks…,5,1
Barang cepat sekali dtg nya... good lah pokoknya,4,1
kualitas produk sangat baik. sesuai dengan deskripsi,5,1
"Berfungsi dengan baik om, tq",5,1
Produk bagus harga terjangkau,5,1
Pengiriman cepat dan barang sudah ditest,5,1
"Sesuai dengan gambar, bisa untuk ke laptop n43sl, cuma agak lama untuk full nya mungkin karna amperenya gpp lah yang penting bisa ngecas, recommend seller nihh, sukses terus gan",5,1
"Sudah sampai, semoga awet. Thanx",4,1
"Barang bagus,respon penjual cepat. Good seller",5,1
Produk baik. Respon penjual cepat.,5,1
"Thanks barang sudah sampai.
Respon penjual bagus. Barang Bagus. Recommended",5,1
Thanks seller... Good quality good repons..,5,1
"Barang sesuai pic, kualitas saya coba dulu, paking rapi, bagus banget,",5,1
Ini bagus dan layak pakai,5,1
barang susai dengan gambar. top cher gan tq,5,1
pemesanan diproses secepat kilat,5,1
"Barang Mantap bekerja dengan baik dan sempurna, besttttttt",5,1
Barang mantap tenan ....  pokoe bintang lah,5,1
Mantap barangnya recommended Best Seller,5,1
pelapak cepat responnya. barang sangat pas di laptop ga ada goyang n berfungsi dgn baik,5,1
Barang susuai pesanan n respon memuaskan.,5,1
"Berfungsi baik ,terima kasih",5,1
"barang nya bagus,,,, sesuai deskripsi",4,1
"Siiippp, kyboard berfungsi normal, maaf telat ulasan nya",5,1
Barang sesuai deskripsi. Makasih.,5,1
"Charger cocok dan berfungsi dengan baik. Sayangnya kabel kurang panjang, tidak seperti yang saya bayangkan.",4,1
"mantaaaaaabbbb.... semoga and recommended seller, teeenkkiyuuu...",5,1
Alhamdulillah pesanan sudah diterima dgn baik &amp; sudah dipakai. Terima kasih.,5,1
terima kasih...................................,5,1
"Produk e lancar, ni trouble",5,1
"Pengiriman cepat, packing rapih.",5,1
"Barang sudah diterima dgn baik.. langsung dites maknyuuuss... pengiriman lumayan cpat.
Thanks gan",5,1
Siiiiiiiiiiiipppppppppppppppp,5,1
"Barang sesuai pesanan, sudah di uji dan mantap bosque",5,1
Produk sesuai pesanan. Recommended seller,5,1
Ok mantap produk y sesuau dengan harapan,5,1
"Respon penjual cepat, produk sampai sesuai pesanan",5,1
One word MANTAP..........,5,1
"Terima kasih seller....,kurir gojek 👎",5,1
"respons cepat, barang bagus sesuai gbr dan spek.",5,1
"Terima kasih, tv sudah bisa nyala lagi",5,1
Barang bagus sesuai diakripsi dg harga bersaing. Rekomanded seller.,5,1
"Barang sudah sampai,packing aman....",5,1
"siip,mantap gan.terima kasih..",5,1
Packing rapih dan diterima dengan baik,5,1
"Sesuai pesanan, packing aman dan cepat sampai",5,1
tjakep...good...awesome..istimawe...,5,1
Bolehlah.............,3,0
Paket sudah diterima gan...,4,1
cepattt.  respon dn mataaaaaaaaaaaaappppppppppppppppppp ....,5,1
Mantaaaaaaaaaaaaaaaaappphhh,5,1
"barang sesuai pesanan, packing oke, pengiriman cepat",5,1
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaappp,5,1
Mantaaaaaaaaaaaapppppp,5,1
barang oke bos..mantap belanja disini......,5,1
"Belum dicoba, mudahan saja bagus. Terima kasih",4,1
"Sesuai lah, semog awet deh",4,1
"Sesuai deskripsi, berfungsi dgn baik, proses cepat",5,1
"Gak mengecewakan pokoknya, bakal jadi pelanggan yang setia saya.",5,1
Mantaps.. respon dan pengiriman sangat cepat.. makasih ya gan..,5,1
"Mantap, barang bagus sesuai deskripsi dan berfungsi baik.",5,1
"cepat sampai, bagus, mantap",5,1
barang pesanan sesuai..terimakasih..,5,1
"pengiriman barang cepat, sesuai dengan harapan",5,1
Terimakasih...............,5,1
Produk sesuai dan berfungsi normal,5,1
